title,price,rating,reviews,discount,brand,product_url
"Hollyland Wireless Magnetic Mini Microphone: Lark A1 Mini Duo Wireless Mic for iPhone15/16/iPad/Android Smartphone with 3-Lv Noise Cancel, 200m Transmission for YouTube Podcast Vlog Content Creation",4099.0,4.1,3674,57.0,Hollyland,https://aax-eu-zaz.amazon.in/x/c/JC5cnmqpGVNtaKSZjdzL1yAAAAGcalYSaAoAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDIgICCTHEb1/clv1c_ek-YBPHXEsTW3uLbk6fOIw-ucbkbi5K3xcCpBGDw3eWqfTL1KaJOw3crYhRae0Y56K0kTw0-DxSrG2GrzCrmbozTumahXdn9swF3hbs12udwk3BvqaryfiEUUtk2oWp9f8gThcmyRtBPzH9VdVwRMGGdap2ZjB2qksFcTDO02taHGaudF83IPEQnCrnd2GsryJtWIdXpngnWw7AlulygkrIJuZcfpu2d7FuDOAQ9pRM6bYXCiKJD7dbwx6WzPYZ5XpliPqQ4G8EiUutxNpC4Ug29oVDBSN3NNJD4syImK-cXUvk7U6u4xa53okCOTUlkW8mT6V3Xgdk8WQmqhsHNWQ0Y1h4ZQMagj_z0l9cCJMGWMlvfzPUVcn6Zz-ScoC7myjHRXlvZ_Svy1PsxV6FD1zkB4aOWxA2oL52NX4PR1l7Lal0W2fwEcovFWrKK7L4mXpWCCmiv3sZg-Qymv_pOAOWwxI_7CPx-XyEdZEIzj9p6sMnJ_cormQ-7w93ISE3Ofl5l8plzBf-iLQB9-muolT99ZMCmDOze-au-D0Um8aQlN_rvoubADCmjxL5zz2XsyUUk0DFxmMm2_hJKaDWmUjkDz7n6-h0G_QsjYbTD5E-blHZdVsCzxzlghhZiOBiYWs-eV9EFy2vLZlHBK3YPwnpn4QV7nCfy_bqfoLcHCvB8GNJML4zTk5HtRf8q1Onh8Jsk-cV2fakdgrJ6uFk8GQl_wzP9WeauQnfBrlTUE0WRXJ4FBE0Jd6ikF9FPW-rgxuek9U5dynGXXBBNRFk8VEMaGR8CVGX9tbr7tZsr1Mj5CE6d_EtRjhC_QiwOj6MVEfite3da3RlGayhKH9DlZgb1ReKDZf5LQz-WjR4t9nI_pREjsOKDU9FIVYPg_vS2NLO_elPfleKJNjgRvxyM8MxJNuQnOpGYbTeKlX4PMgoYnjqoBKjCJmVUfV7GY9CPEzlJLkqkGT8UDEiMqYZ5w_1AfH9ZgWq3mTh-Px57iOBWht-VGdEOytsgDQ0TYEq509ZEbdSfGveGWPsVI5--wTn9TVj55VDOBb0yza-uD_XtKKHcqfm3tBP5sYpuRY4bkEGmjkWj7jBS5F6nucPywOF-LUD7-r93Ew4_vNTIkEOZ-35GSJbMvEqP02o5v4oFvD7Dr5n592PrNVy6TPWXW08HXyt8svVRM_9uA6XMHxzvDyYEBQBXcLMfkpSMWn3lo1fajjLuadhHWmwx4b6hRi6JiCiFCa5Go3h069zu7z36NH4UJ_M7PtLczQuRIf_fHJO8lqMoM2i3SHY5QByMspbqJ60HeeCgw_X6Yc3Q_Bzt2JZwyHdc_uQwo9Q-vzZ9-Ds2EtOCTkiPefzVFnTZZ6I1bfaAzjH293zYmzCRbCIxLtI77aubjCAp4X8czEWjv8_On8z-JTcch4tkcLhKSsCfewVj9KvR4s72u7Z51_3Lff_nu68zk_R4dEZ38uzICoJ9jFRk1fYySGGBKOOHhzUKn4_iO03MHUXNSaccaMuO7YbqmS0Gdba9ManSS6klBfU6h89MqbumM6arx05oQIV2q6NCkf2ogzMbpNhvzvqlsM01kevLrdXNg17fD0LPJxnwix8QO4A0nWrDMkqiYteR8hoIAVF54iS4_aUQmM8Ewqz_XIRwovuQQOKGwMZJ530bbAtE4RFr/https://www.amazon.in/Hollyland-Wireless-Magnetic-Mini-Microphone/dp/B0FMQW9LZD/ref=sxbs_sbv_search_btf
"Apple Leather Sleeve Basic Case with MagSafe for iPhone 12, 12 Pro (Saddle Brown)",2669.0,3.8,737,79.0,Apple,https://www.amazon.in/Apple-Leather-Sleeve-MagSafe-iPhone/dp/B08MWRLZ7Q/ref=sr_1_77
"Kratos K50 Selfie Stick Tripod with Light, 67 inch/170CM Reinforced Tripod for Mobile Phone,Multi-Functional Bluetooth Long Selfie Stick for Travel,Vlogging,Compatible with iPhone and All Smartphones",679.0,3.9,2261,77.0,Kratos,https://www.amazon.in/Kratos-K50-Reinforced-Multi-Functional-Smartphones/dp/B0G2SJDX3K/ref=sr_1_70
"iPhone Air 1 TB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Light Gold",138890.0,4.2,95,13.0,Apple,https://www.amazon.in/iPhone-Air-TB-Thinnest-Promotion/dp/B0FQG1K1FM/ref=sr_1_16
iPhone Charger Adapter 20W Original Lightning Cable Combo (MFi-Certified) Compatible with iPhone 14/14Plus/14Pro/14 Pro max13/13 Pro/13 Pro max/12/12 Pro/11/X/X,628.0,4.3,11181,61.0,DR VAKU,https://www.amazon.in/DR-VAKU-Lightning-MFi-Certified-Compatible/dp/B0DS6HF5KJ/ref=sr_1_31
mobistyle iPhone 15 Back Cover Soft Liquid Silicone Slim Protective Shockproof with Anti-Scratch Microfiber Lining Phone Back Cover Case Compatible for iPhone 15 (Pink),281.0,4.1,1557,72.0,mobistyle,https://www.amazon.in/mobistyle-iPhone-15-Protective-Anti-Scratch/dp/B0FF4LPKTF/ref=sr_1_67
"Samsung Galaxy M36 5G Mobile (Velvet Black, 8GB RAM, 128GB Storage) | Google Gemini| Gorilla Glass Victus+ | 7.7mm | AI Enhanced 50MP OIS Triple Camera| Nightography| Lag-free Gaming | Without Charger",17499.0,4.0,4088,35.0,Samsung,https://www.amazon.in/Samsung-Storage-Enhanced-Unmatched-Nightography/dp/B0FDB9ZCTD/ref=sr_1_28
"Samsung Galaxy S25 Ultra 5G Mobile with Galaxy AI (Titanium Gray, 12GB RAM, 256GB Storage),Titanium Frame,Ultra Gaming with Snapdragon 8 Elite,200MP Camera with ProVisual Engine,5000mAh Battery",129999.0,4.3,941,,Samsung,https://www.amazon.in/Samsung-Smartphone-Titanium-Snapdragon-ProVisual/dp/B0DSKMV3ZC/ref=sr_1_4
USB C Cable to Lightning-20W Original [Apple-MFi Certified] Fast Charger Cable Power Charging Cord Compatible with iPhone 14/13/12/12 PRO Max/12/11/11PRO/XS/Max/XR/X/8/iPad (VODR-02),329.0,4.4,6467,81.0,Brand: VODRAIS,https://www.amazon.in/Lightning-20W-Apple-MFi-Certified-Compatible-VODR-02/dp/B0FGPZ1SWC/ref=sr_1_44
"iQOO 15 (Alpha, 16GB RAM, 512GB Storage) | Fastest Snapdragon 8 Elite Gen 5 Processor* | Origin OS 6 - Out of The Box* | Samsung 2K M14 Lead OLED Display",79998.0,4.6,470,5.0,iQOO,https://www.amazon.in/iQOO-Storage-Fastest-Snapdragon-Processor/dp/B0FYGBGBBN/ref=sr_1_19
